Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away,jogador20_home,HS,AS,HST,AST,B365H,B365D,B365A,HTHG,HTAG
30.0,sáb,2021-05-01,15:30,Gil Vicente,1.2,1.0,Farense,0,Estádio Cidade de Barcelos,Hélder Malheiro,/pt/partidas/aaae70ed/Gil-Vicente-FC-Farense-2021Maio1-Primeira-Liga,0,0,4-4-2,4-2-3-1,14.0,18.0,5.0,4.0,21.0,26.0,579.0,530.0,6.0,11.0,7.0,21.0,20.0,26.0,1.0,2.0,10.0,6.0,69.0,101.0,3.0,0.0,0.0,2.0,0.0,0.0,Denis,Joel Pereira,Rodrigão,Lourency,Antoine Léautey,Pedro Filipe Barbosa Moreira,Vitor Carvalho,Lucas Mineiro,Rúben Fernandes,Talocha,Pedro David Rosendo Marques,Brian Araújo,Diogo Silva,Claude Gonçalves,Miullen,Kanya Fujimoto,Samuel,Ygor Nogueira,Henrique Gomes,Beto,César,Amine Oudrhiri,Braian Mansilla,Fabrício Isidoro,Ryan Gauld,André Almeida Pinto,Abner,Tomás Tavares,Licá,Pedro,Hugo Marques,Filipe Melo,Madi Queita,Djalma Campos,Bilel Aouacheria,Claudio Falcão,Cássio,Alexandre Pinto,,11,11,3,3,2.45,3.1,2.75,0,0
30.0,sáb,2021-05-01,17:00,Santa Clara,1.9,0.5,Boavista,0,Estádio de São Miguel,Rui Costa,/pt/partidas/de021c04/Santa-Clara-Boavista-2021Maio1-Primeira-Liga,3,3,4-3-3,3-5-2,18.0,15.0,5.0,4.0,34.0,13.0,586.0,404.0,23.0,16.0,3.0,16.0,12.0,19.0,0.0,0.0,,,80.0,43.0,3.0,0.0,0.0,4.0,0.0,1.0,Marco André Rocha Pereira,Rafael Ramos,Mikel Villanueva,Fábio Cardoso,Mansur,Allano,Lincoln,Carlos,Crysan,Hidemasa Morita,Anderson Carvalho,André Ferreira,João Afonso,Ukra,Rúben Alexandre Gomes Oliveira,Costinha,Rui Filipe Cunha Correia,Jean Patric,Rui Costa,Leonardo César Jardim,Reggie Cannon,Adil Rami,Chidozie Awaziem,Gustavo Sauer,Angel Gomes,Alberth Elis,Ricardo Mangas,Jackson Porozo,Sebastián Pérez Cardona,Paulinho,Rafael Bracalli,Nuno Santos,Yusupha Njie,Nathan,Show,Yanis Hamache,Cristian Castro,Kuku Fidelis,,15,10,6,5,2.1,3.1,3.4,1,1
30.0,sáb,2021-05-01,18:00,Portimonense,0.6,0.9,Rio Ave,0,Estádio do Portimonense SC,João Pinheiro,/pt/partidas/c03ccd52/Portimonense-Rio-Ave-2021Maio1-Primeira-Liga,0,0,4-3-3,4-3-3,21.0,10.0,6.0,10.0,21.0,22.0,539.0,568.0,14.0,9.0,11.0,5.0,24.0,18.0,0.0,2.0,10.0,9.0,83.0,90.0,2.0,0.0,0.0,0.0,0.0,0.0,Samuel Portugal,Maurício Antônio,Lucas Possignolo,Dener,Fabrício dos Santos Messias,Beto,Fahd Moufi,Pedro Sá,Koki Anzai,Aylton Boa Morte,Denis-Will Poha,Ricardo Abel Barbosa Ferreira,Ewerton,Anderson,Henrique,Bruno Moreira,Lucas Tagliapietra,Jafar Salmani,Pedro Oliveira Casagrande,Paweł Kieszek,Filipe Augusto,Toni Borevkovic,Gelson,Júnior Brandão,Francisco Geraldes,Gonçalo Rodrigues,Fábio Coentrão,Costinha,Pedro Amaral,Aderlan Santos,Léo,Nélson Monte,Ricardo José Vaz Alves Monteiro,Pelé,Ronan,Carlos Mané,Savio,Rafael Camacho,,6,11,1,2,2.37,3.1,2.9,0,0
30.0,sáb,2021-05-01,20:30,Sp Lisbon,3.1,0.1,Nacional,0,Estádio José Alvalade,Manuel Oliveira,/pt/partidas/ed48ad1a/Sporting-CP-Nacional-2021Maio1-Primeira-Liga,2,0,3-4-3,3-4-1-2,10.0,30.0,7.0,4.0,32.0,7.0,647.0,339.0,15.0,11.0,6.0,12.0,6.0,29.0,1.0,4.0,1.0,10.0,74.0,64.0,2.0,0.0,0.0,5.0,0.0,1.0,Luís Maximiano,Zouhair Feddal,Sebastián Coates,Nuno Mendes,João Palhinha,Nuno Santos,Luís Neto,Paulinho,Pedro Porro,Pedro Gonçalves,Daniel Bragança,André Paulo,Matheus Reis,Matheus Nunes,João Mário,Gonzalo Plata,João Pereira,Vitorino Antunes,Eduardo Quaresma,António Filipe de Carvalho,Pedrão,Larry Azouni,Abdullahi Ibrahim Alhassan,João Pedro Gomes Camacho,Rúben Micael,Witi,Rúben Freitas,Rui Correia,Julio,Brayan Riascos,Riccardo Piscitelli,Vladan Danilović,Vincent Koziello,Kenji Gorré,Gergely Bobál,Éber Bessa,Bryan Róchez,Nuno Borges,,19,2,8,1,1.25,5.0,10.0,0,0
31.0,qua,2021-05-05,19:00,Sp Braga,1.3,1.3,Pacos Ferreira,0,Estádio Municipal de Braga,Hélder Malheiro,/pt/partidas/5bb65e92/Braga-Pacos-de-Ferreira-2021Maio5-Primeira-Liga,1,1,4-2-3-1,4-3-3,13.0,16.0,7.0,5.0,31.0,13.0,734.0,457.0,18.0,18.0,4.0,8.0,19.0,31.0,2.0,2.0,8.0,11.0,81.0,84.0,1.0,0.0,0.0,3.0,0.0,0.0,Matheus,Vítor Tormena,Nuno Sequeira,Lucas Piazon,André Horta,Rui Fonte,Ricardo Horta,Fransérgio,Ricardo Esgaio,Bruno Rodrigues,André Castro,Tiago Sá,José Carlos,João Novais,Abel Ruiz,Nicolás Gaitán,Andraž Šporar,Caju,Raul Silva,Jordi Almeida,Marco Baixinho,Pedro Rebocho,Abbas Ibrahim,Zé Uilton,Jorge Fernando Santos Silva,Luíz Carlos,Marcelo dos Santos Ferreira,João Pedro Sousa Silva,Stephen Eustáquio,João Amaral,Michael,Martín,Bruno Xavier Almeida Costa,Matchoi Djaló,Adriano Castanheira,Dor Jan,Lucas Silva,Maracás,,11,13,3,1,1.45,3.8,8.0,0,1
31.0,qua,2021-05-05,19:00,Maritimo,0.6,0.7,Gil Vicente,0,Estádio dos Barreiros,Rui Costa,/pt/partidas/acec6248/Maritimo-Gil-Vicente-FC-2021Maio5-Primeira-Liga,0,1,4-3-3,4-4-2,16.0,24.0,9.0,3.0,27.0,12.0,658.0,511.0,14.0,13.0,6.0,12.0,20.0,24.0,1.0,0.0,7.0,6.0,79.0,69.0,7.0,0.0,0.0,3.0,0.0,0.0,Amir Abedzadeh,Cláudio Winck,Zainadine Júnior,Rafik Guitane,Edgar Costa,Rene Santos,Fábio China,Pedro Pelágio,Léo Andrade,Ali Alipour,Diederrick Joel,Charles,Jean,Jorge Correa,Milson,Franck-Yves Bambock,Rúben Macedo,Tim Söderström,Antreas Karo,Denis,Joel Pereira,Rodrigão,Lourency,Antoine Léautey,Pedro Filipe Barbosa Moreira,Vitor Carvalho,Lucas Mineiro,Rúben Fernandes,Samuel,Talocha,Brian Araújo,Diogo Silva,Claude Gonçalves,Miullen,Kanya Fujimoto,Yves Baraye,Ygor Nogueira,Henrique Gomes,,9,8,2,5,2.5,3.1,3.0,0,1
31.0,qua,2021-05-05,21:15,Rio Ave,0.2,2.2,Sp Lisbon,0,Estádio do Rio Ave Futebol Clube,Fábio Veríssimo,/pt/partidas/02132a3e/Rio-Ave-Sporting-CP-2021Maio5-Primeira-Liga,0,2,4-1-4-1,3-4-3,15.0,17.0,2.0,9.0,10.0,23.0,595.0,582.0,18.0,22.0,11.0,13.0,27.0,8.0,1.0,1.0,4.0,9.0,56.0,66.0,4.0,1.0,0.0,5.0,0.0,0.0,Paweł Kieszek,Filipe Augusto,Toni Borevkovic,Gelson,Júnior Brandão,Francisco Geraldes,Gonçalo Rodrigues,Fábio Coentrão,Pedro Amaral,Ivo Pinto,Aderlan Santos,Léo,Nélson Monte,Ricardo José Vaz Alves Monteiro,Pelé,Ronan,Costinha,Carlos Mané,Savio,Antonio Adán,Zouhair Feddal,Sebastián Coates,Nuno Mendes,João Palhinha,Nuno Santos,João Mário,Paulinho,João Pereira,Pedro Gonçalves,Gonçalo Inácio,Luís Maximiano,Matheus Nunes,Luís Neto,Gonzalo Plata,Vitorino Antunes,Daniel Bragança,Eduardo Quaresma,Jovane Cabral,,5,17,1,5,5.0,3.6,1.7,0,1
31.0,qui,2021-05-06,15:00,Moreirense,1.6,0.9,Nacional,0,P.D. Comendador Joaquim de Almeida Freit...,Nuno Almeida,/pt/partidas/f00771cc/Moreirense-Nacional-2021Maio6-Primeira-Liga,2,2,4-4-2,3-4-1-2,22.0,17.0,3.0,7.0,8.0,15.0,571.0,445.0,11.0,25.0,6.0,12.0,15.0,12.0,1.0,1.0,8.0,6.0,69.0,80.0,5.0,0.0,0.0,5.0,0.0,0.0,Kewin,Lazar Rosić,Nahuel Ferraresi,Abdu Conté,Felipe Pires,Filipe Soares,David Simão,Abdoulaye Ba,Walterson,Gonçalo Franco,Rafael Martins,Miguel Oliveira,Ibrahima Camará,André Luis,Matheus Silva,Yan Santos,Steven Vitória,Afonso Figueiredo,Alexandre Miguel Barros Soares,António Filipe de Carvalho,Lucas Kal,Pedrão,Larry Azouni,Vladan Danilović,João Vigário,Pedro Mendes,Éber Bessa,Rúben Freitas,Julio,Brayan Riascos,Riccardo Piscitelli,João Pedro Gomes Camacho,Vincent Koziello,Kenji Gorré,Rúben Micael,Witi,Rui Correia,Bryan Róchez,,12,17,6,3,2.25,3.2,3.2,0,1
31.0,qui,2021-05-06,17:00,Belenenses,0.8,0.6,Portimonense,0,Estádio Nacional,Manuel Mota,/pt/partidas/73eb2e27/Belenenses-SAD-Portimonense-2021Maio6-Primeira-Liga,1,0,3-4-3,4-3-3,11.0,11.0,3.0,4.0,18.0,20.0,482.0,702.0,16.0,15.0,12.0,11.0,18.0,24.0,2.0,4.0,5.0,10.0,91.0,107.0,3.0,0.0,0.0,1.0,0.0,0.0,Stanislav Kritsyuk,Tomás Ribeiro,Rúben Lima,Mateo Cassierra,Silvestre Varela,Miguel Filipe Nunes Cardoso,Tiago Esgaio,Sphephelo Sithole,Thibang Phete,Afonso Sousa,Gonçalo Silva,André Moreira,Diogo Calila,Bruno Ramires,Danny Henriques,Francisco Chico,Afonso Taira,Nilton Varela,Chima Akas,Samuel Portugal,Maurício Antônio,Lucas Possignolo,Fabrício dos Santos Messias,Beto,Fahd Moufi,Pedro Sá,Willyan,Fali Candé,Aylton Boa Morte,Denis-Will Poha,Ricardo Abel Barbosa Ferreira,Anderson,Ricardo Vaz Tê,Henrique,Koki Anzai,Bruno Moreira,Lucas Tagliapietra,Jafar Salmani,,13,10,3,2,3.25,2.7,2.5,1,0
31.0,qui,2021-05-06,18:30,Benfica,0.6,1.2,Porto,0,Estádio do Sport Lisboa e Benfica,Artur Soares Dias,/pt/partidas/5778ce01/Benfica-Porto-2021Maio6-Primeira-Liga,1,1,3-4-3,4-4-2,20.0,13.0,7.0,11.0,12.0,23.0,474.0,555.0,18.0,18.0,16.0,11.0,28.0,11.0,3.0,4.0,16.0,4.0,63.0,73.0,8.0,0.0,0.0,3.0,0.0,0.0,Helton Leite,Álex Grimaldo,Lucas Veríssimo,Jan Vertonghen,Everton Soares,Haris Seferović,Diogo Gonçalves,Pizzi,Rafa Silva,Julian Weigl,Nicolás Otamendi,Odisseas Vlachodimos,Gilberto,Gabriel,Darwin Núñez,Luca Waldschmidt,Chiquinho,Pedrinho,Adel Taarabt,Agustín Marchesín,Pepe,Luis Díaz,Mateus Uribe,Mehdi Taremi,Moussa Marega,Zaidu Sanusi,Wilson Manafá,Chancel Mbemba,Otávio,Sérgio Oliveira,Diogo Costa,Diogo Leite,Marko Grujić,Romário Baró,João Mário Lopes,Toni Martínez,Evanilson,Fabio Vieira,,5,15,3,2,2.35,3.4,2.9,1,0
31.0,qui,2021-05-06,20:30,Farense,1.9,1.3,Guimaraes,0,Estádio de São Lúis,André Narciso,/pt/partidas/5286452b/Farense-Vitoria-Guimaraes-2021Maio6-Primeira-Liga,2,2,4-1-4-1,3-4-3,30.0,11.0,3.0,6.0,11.0,22.0,426.0,598.0,20.0,6.0,15.0,9.0,11.0,10.0,2.0,2.0,10.0,8.0,87.0,86.0,3.0,0.0,0.0,4.0,0.0,1.0,Beto,César,Amine Oudrhiri,Ryan Gauld,André Almeida Pinto,Bilel Aouacheria,Abner,Jonatan Lucca,Tomás Tavares,Licá,Pedro,Hugo Marques,Filipe Melo,Madi Queita,Fabrício Isidoro,Djalma Campos,Claudio Falcão,Cássio,Alexandre Pinto,Bruno Varela,Easah Suliman,André André,Gideon Mensah,Rochinha,Falaye Sacko,José Luis García Vayá,Oscar Estupiñan,Jorge Filipe Oliveira Fernandes,Domingos André Ribeiro Almeida,André Amaro,Matouš Trmal,Marcus Edwards,Bruno Duarte,Ricardo Quaresma,Rúben Lameiras,Zié Mohamed Ouattara,Miguel Luís,Helder Sá,,13,13,8,3,2.05,3.3,3.6,2,1
31.0,sex,2021-05-07,19:00,Famalicao,1.7,0.5,Santa Clara,0,Estádio Municipal 22 de Junho,Luís Godinho,/pt/partidas/809701af/Famalicao-Santa-Clara-2021Maio7-Primeira-Liga,1,0,4-2-3-1,4-2-3-1,14.0,14.0,5.0,2.0,25.0,14.0,603.0,451.0,13.0,14.0,7.0,8.0,12.0,20.0,1.0,0.0,4.0,7.0,85.0,74.0,4.0,0.0,0.0,6.0,1.0,1.0,Luiz Lúcio Reis Júnior,Srđan Babić,Manuel Ugarte Ribeiro,Riccieli,Ivan Jaime Pajuelo,Rúben Vinagre,Ivo Rodrigues,Gil Bastião Dias,Anderson,Pedro Rodrigues,Diogo Figueiras,Ivan Zlobin,Alexandre Guedes,Bozhidar Kraev,Gustavo Assuncao,João Neto,Carlos Valenzuela,Diogo Queirós,Edwin Herrera,Marco André Rocha Pereira,Mikel Villanueva,Fábio Cardoso,Mansur,Lincoln,Carlos,Ukra,Rui Filipe Cunha Correia,Hidemasa Morita,Rui Costa,Pierre Sagna,André Ferreira,Rafael Ramos,João Afonso,Allano,Rúben Alexandre Gomes Oliveira,Costinha,Crysan,Jean Patric,,14,6,4,3,2.15,3.3,3.4,0,0
31.0,sex,2021-05-07,21:15,Boavista,2.6,0.7,Tondela,0,Estádio do Bessa Século XXI,Tiago Martins,/pt/partidas/56b2ae5e/Boavista-Tondela-2021Maio7-Primeira-Liga,1,1,3-5-2,4-4-2,10.0,15.0,8.0,2.0,23.0,17.0,638.0,550.0,21.0,16.0,19.0,10.0,18.0,28.0,1.0,0.0,,,66.0,69.0,1.0,0.0,0.0,3.0,0.0,0.0,Leonardo César Jardim,Reggie Cannon,Adil Rami,Chidozie Awaziem,Gustavo Sauer,Angel Gomes,Alberth Elis,Ricardo Mangas,Sebastián Pérez Cardona,Paulinho,Cristian Castro,Rafael Bracalli,Alejandro Gómez,Yusupha Njie,Jackson Porozo,Nathan,Show,Jeriel Córdova,Kuku Fidelis,Pedro Trigueira,Bebeto,Pedro Borges,Salvador Agra,João Pedro,Tomislav Štrkalj,Jaume Grau,Mario González,Filipe Ferreira,Enzo Martínez,Yohan Tavares,Babacar Niasse,Jota Gonçalves,João Jaquité,Roberto Olabe del Arco,Abdel Jalil Medioub,Ricardo Miguel Martins Alves,Souleymane Anne,Rafael Barbosa,,22,7,8,3,1.8,3.6,4.33,0,0
32.0,dom,2021-05-09,15:00,Pacos Ferreira,2.2,0.3,Maritimo,0,Estádio da Capital do Móvel,João Pinheiro,/pt/partidas/235ab88d/Pacos-de-Ferreira-Maritimo-2021Maio9-Primeira-Liga,1,1,4-3-3,4-3-3,16.0,14.0,7.0,4.0,34.0,19.0,668.0,519.0,15.0,13.0,11.0,7.0,17.0,26.0,0.0,1.0,9.0,11.0,94.0,68.0,3.0,0.0,0.0,1.0,0.0,0.0,Jordi Almeida,Marco Baixinho,Pedro Rebocho,Hélder Ferreira,Bruno Xavier Almeida Costa,Luíz Carlos,Fernando Ferreira Fonseca,Marcelo dos Santos Ferreira,João Pedro Sousa Silva,Stephen Eustáquio,João Amaral,Michael,Abbas Ibrahim,Zé Uilton,Luther Singh,Matchoi Djaló,Dor Jan,Jorge Fernando Santos Silva,Maracás,Amir Abedzadeh,Cláudio Winck,Zainadine Júnior,Rafik Guitane,Jorge Correa,Edgar Costa,Franck-Yves Bambock,Fábio China,Pedro Pelágio,Léo Andrade,Diederrick Joel,Caio Secco,Lucas Áfrico,Stefano Beltrame,Milson,Rúben Macedo,Tim Söderström,Ali Alipour,,,17,7,5,1,2.05,3.3,3.6,1,1
32.0,dom,2021-05-09,20:00,Gil Vicente,1.0,1.2,Sp Braga,0,Estádio Cidade de Barcelos,André Narciso,/pt/partidas/a4863eb1/Gil-Vicente-FC-Braga-2021Maio9-Primeira-Liga,1,1,4-3-3,5-3-2,11.0,7.0,2.0,4.0,15.0,21.0,535.0,765.0,19.0,15.0,10.0,9.0,11.0,12.0,3.0,3.0,9.0,3.0,91.0,86.0,1.0,0.0,0.0,2.0,0.0,0.0,Denis,Rodrigão,Lourency,Claude Gonçalves,Antoine Léautey,Vitor Carvalho,Lucas Mineiro,Rúben Fernandes,Samuel,Talocha,Paulo Sérgio Mota,Quentin Beunardeau,Joel Pereira,Diogo Silva,Miullen,Pedro Filipe Barbosa Moreira,Kanya Fujimoto,Yves Baraye,Ygor Nogueira,Matheus,Vítor Tormena,Nuno Sequeira,Almoatasem Al Musrati,Abel Ruiz,Ricardo Horta,Fransérgio,Ricardo Esgaio,Bruno Rodrigues,André Castro,Galeno,Tiago Sá,José Carlos,João Novais,Nicolás Gaitán,Lucas Piazon,André Horta,Andraž Šporar,Cristian Borja,,5,12,2,3,5.0,3.6,1.7,1,1
32.0,seg,2021-05-10,18:00,Portimonense,1.4,1.2,Moreirense,0,Estádio do Portimonense SC,Fábio Veríssimo,/pt/partidas/72131ab5/Portimonense-Moreirense-2021Maio10-Primeira-Liga,1,2,4-3-3,4-3-3,11.0,10.0,2.0,6.0,20.0,15.0,664.0,510.0,25.0,17.0,10.0,14.0,15.0,24.0,1.0,1.0,12.0,7.0,93.0,85.0,1.0,0.0,0.0,1.0,0.0,0.0,Samuel Portugal,Maurício Antônio,Lucas Possignolo,Dener,Fabrício dos Santos Messias,Anderson,Beto,Koki Anzai,Willyan,Fali Candé,Aylton Boa Morte,Ricardo Abel Barbosa Ferreira,Ewerton,Ricardo Vaz Tê,Henrique,Luquinha,Bruno Moreira,Lucas Tagliapietra,Jafar Salmani,Kewin,Lazar Rosić,Nahuel Ferraresi,Abdu Conté,Fábio Pacheco,Felipe Pires,André Luis,David Simão,Abdoulaye Ba,Walterson,Gonçalo Franco,Miguel Oliveira,Lucas,Matheus Silva,Sori Mané,Yan Santos,Steven Vitória,Afonso Figueiredo,Jefferson Galego,,13,8,3,3,1.83,3.6,4.33,1,1
32.0,seg,2021-05-10,20:15,Porto,2.6,0.5,Farense,0,Estádio Do Dragão,Tiago Martins,/pt/partidas/4489dfb5/Porto-Farense-2021Maio10-Primeira-Liga,5,1,4-4-2,4-4-1-1,18.0,12.0,3.0,1.0,10.0,6.0,775.0,355.0,17.0,11.0,6.0,9.0,9.0,8.0,1.0,5.0,2.0,8.0,68.0,72.0,4.0,0.0,0.0,4.0,1.0,0.0,Agustín Marchesín,Pepe,Luis Díaz,Mateus Uribe,Mehdi Taremi,Marko Grujić,Wilson Manafá,Chancel Mbemba,João Mário Lopes,Otávio,Toni Martínez,Diogo Costa,Diogo Leite,Moussa Marega,Zaidu Sanusi,Romário Baró,Felipe Anderson,Evanilson,Fabio Vieira,Beto,César,Amine Oudrhiri,Ryan Gauld,Bilel Aouacheria,Abner,Cássio,Jonatan Lucca,Tomás Tavares,Licá,Pedro,Hugo Marques,Filipe Melo,Madi Queita,Fabrício Isidoro,Claudio Falcão,Álvarinho,Alexandre Pinto,Fábio Alexandre da Silva Nunes,,13,6,7,1,1.3,4.75,12.0,3,0
32.0,ter,2021-05-11,15:00,Santa Clara,1.7,0.3,Rio Ave,0,Estádio de São Miguel,Hugo Miguel,/pt/partidas/6c3a3daf/Santa-Clara-Rio-Ave-2021Maio11-Primeira-Liga,1,0,4-2-3-1,4-3-3,17.0,20.0,8.0,6.0,16.0,25.0,497.0,624.0,16.0,17.0,8.0,11.0,25.0,16.0,2.0,4.0,5.0,7.0,68.0,90.0,4.0,0.0,0.0,4.0,0.0,0.0,André Ferreira,Rafael Ramos,Mikel Villanueva,Fábio Cardoso,Mansur,Allano,Lincoln,Carlos,Hidemasa Morita,Anderson Carvalho,Rui Costa,Rodolfo Furtado,João Afonso,Ukra,Rúben Alexandre Gomes Oliveira,Costinha,Crysan,Jean Patric,Cristian González,Paweł Kieszek,Filipe Augusto,Toni Borevkovic,Gelson,Francisco Geraldes,Gonçalo Rodrigues,Fábio Coentrão,Carlos Mané,Ivo Pinto,Aderlan Santos,Rafael Camacho,Léo,Nélson Monte,Júnior Brandão,Pelé,Costinha,Pedro Amaral,Ryotaro Meshino,Leandro Silva,,14,7,6,5,2.37,3.0,3.25,0,0
32.0,ter,2021-05-11,16:00,Tondela,0.9,2.5,Belenenses,0,Estádio João Cardoso,Iancu Vasilica,/pt/partidas/9a7ef689/Tondela-Belenenses-SAD-2021Maio11-Primeira-Liga,1,3,4-2-3-1,3-4-3,11.0,11.0,11.0,3.0,33.0,14.0,685.0,453.0,6.0,8.0,7.0,15.0,13.0,30.0,5.0,5.0,4.0,10.0,72.0,79.0,3.0,0.0,0.0,1.0,0.0,0.0,Pedro Trigueira,Salvador Agra,João Pedro,Jaume Grau,Mario González,Roberto Olabe del Arco,Tiago Melo Almeida,Filipe Ferreira,Enzo Martínez,Yohan Tavares,Rafael Barbosa,Babacar Niasse,Bebeto,João Jaquité,Pedro Borges,Tomislav Štrkalj,Abdel Jalil Medioub,Ricardo Miguel Martins Alves,Souleymane Anne,Stanislav Kritsyuk,Tomás Ribeiro,Rúben Lima,Mateo Cassierra,Silvestre Varela,Miguel Filipe Nunes Cardoso,Tiago Esgaio,Sphephelo Sithole,Thibang Phete,Afonso Sousa,Gonçalo Silva,André Moreira,Diogo Calila,Bruno Ramires,Danny Henriques,Francisco Chico,Afonso Taira,Nilton Varela,Chima Akas,,18,8,3,7,2.45,3.0,3.1,1,2
32.0,ter,2021-05-11,18:00,Nacional,1.7,2.0,Benfica,0,Estádio da Madeira,Rui Costa,/pt/partidas/ece2581a/Nacional-Benfica-2021Maio11-Primeira-Liga,1,3,3-4-1-2,4-4-2,16.0,17.0,5.0,6.0,16.0,16.0,372.0,736.0,22.0,7.0,10.0,8.0,18.0,9.0,0.0,1.0,8.0,9.0,76.0,71.0,1.0,0.0,0.0,3.0,0.0,0.0,António Filipe de Carvalho,Lucas Kal,Pedrão,Larry Azouni,Abdullahi Ibrahim Alhassan,João Vigário,Pedro Mendes,Éber Bessa,Rúben Freitas,Julio,Brayan Riascos,Riccardo Piscitelli,Vladan Danilović,Vincent Koziello,Kenji Gorré,Rúben Micael,Witi,Rui Correia,Bryan Róchez,Helton Leite,Gilberto,Lucas Veríssimo,Luca Waldschmidt,Franco Cervi,Haris Seferović,Chiquinho,Julian Weigl,Nicolás Otamendi,Pedrinho,Nuno Tavares,Odisseas Vlachodimos,Álex Grimaldo,Jan Vertonghen,Everton Soares,Gabriel,Darwin Núñez,Pizzi,João Ferreira,,15,14,4,3,10.0,5.75,1.28,1,0
32.0,ter,2021-05-11,20:30,Sp Lisbon,3.5,0.5,Boavista,0,Estádio José Alvalade,Luís Godinho,/pt/partidas/9cfd8c6a/Sporting-CP-Boavista-2021Maio11-Primeira-Liga,1,0,3-4-3,5-3-2,13.0,20.0,12.0,1.0,30.0,11.0,694.0,456.0,13.0,22.0,14.0,20.0,10.0,32.0,1.0,2.0,,,91.0,39.0,2.0,0.0,0.0,3.0,0.0,0.0,Antonio Adán,Zouhair Feddal,Sebastián Coates,Nuno Mendes,João Palhinha,Nuno Santos,João Mário,Paulinho,Pedro Porro,Pedro Gonçalves,Gonçalo Inácio,Luís Maximiano,Matheus Reis,Matheus Nunes,Luís Neto,Gonzalo Plata,João Pereira,Vitorino Antunes,Daniel Bragança,Leonardo César Jardim,Reggie Cannon,Adil Rami,Nuno Santos,Angel Gomes,Alberth Elis,Jackson Porozo,Show,Sebastián Pérez Cardona,Yanis Hamache,Cristian Castro,Rafael Bracalli,Chidozie Awaziem,Jorge Bengoché,Yusupha Njie,Ricardo Mangas,Nathan,Jeriel Córdova,Kuku Fidelis,,17,5,3,2,1.28,5.0,12.0,1,0
32.0,qua,2021-05-12,20:15,Guimaraes,0.7,1.1,Famalicao,0,Estádio Dom Afonso Henriques,Manuel Mota,/pt/partidas/058924a9/Vitoria-Guimaraes-Famalicao-2021Maio12-Primeira-Liga,1,2,3-4-3,4-2-3-1,13.0,14.0,7.0,8.0,24.0,17.0,611.0,550.0,15.0,13.0,12.0,13.0,13.0,20.0,0.0,1.0,6.0,8.0,73.0,53.0,3.0,0.0,0.0,4.0,0.0,0.0,Bruno Varela,Bruno Duarte,André André,Rochinha,Falaye Sacko,José Luis García Vayá,Rúben Lameiras,Sílvio,Jorge Filipe Oliveira Fernandes,Domingos André Ribeiro Almeida,André Amaro,Jhonatan,Abdul Mumin,Marcus Edwards,Ricardo Quaresma,Oscar Estupiñan,Zié Mohamed Ouattara,Miguel Luís,Helder Sá,Luiz Lúcio Reis Júnior,Srđan Babić,Alexandre Guedes,Manuel Ugarte Ribeiro,Bozhidar Kraev,Rúben Vinagre,Diogo Queirós,Ivo Rodrigues,Gil Bastião Dias,Pedro Rodrigues,Diogo Figueiras,Ivan Zlobin,Gustavo Assuncao,Riccieli,Ivan Jaime Pajuelo,João Neto,Carlos Valenzuela,Edwin Herrera,Anderson,,7,12,1,5,2.4,3.1,3.1,1,1
